1,28
2,28
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,48
17,48
18,48
19,48
20,48
21,48
22,48
23,48
24,48
25,48
26,48
27,48
28,48
29,48
30,48
31,48
32,68
33,68
34,68
35,68
36,68
37,68
38,68
39,68
40,68
41,68
42,68
43,68
44,68
45,68
46,68
47,68
48,92
49,92
50,92
51,92
52,92
53,92
54,92
55,92
56,92
57,92
58,92
59,92
60,92
61,92
62,92
63,92
64,112
65,112
66,112
67,112
68,112
69,112
70,112
71,112
72,112
73,112
74,112
75,112
76,112
77,112
78,112
79,112
80,132
81,132
82,132
83,132
84,132
85,132
86,132
87,132
88,132
89,132
90,132
91,132
92,132
93,132
94,132
95,132
96,156
97,156
98,156
99,156
100,156
101,156
102,156
103,156
104,156
105,156
106,156
107,156
108,156
109,156
110,156
111,156
112,176
113,176
114,176
115,176
116,176
117,176
118,176
119,176
120,176
121,176
122,176
123,176
124,176
125,176
126,176
127,176
128,196
129,196
130,196
131,196
132,196
133,196
134,196
135,196
136,196
137,196
138,196
139,196
140,196
141,196
142,196
143,196
144,220
145,220
146,220
147,220
148,220
149,220
150,220
151,220
152,220
153,220
154,220
155,220
156,220
157,220
158,220
159,220
160,240
161,240
162,240
163,240
164,240
165,240
166,240
167,240
168,240
169,240
170,240
171,240
172,240
173,240
174,240
175,240
176,260
177,260
178,260
179,260
180,260
181,260
182,260
183,260
184,260
185,260
186,260
187,260
188,260
189,260
190,260
191,260
192,284
193,284
194,284
195,284
196,284
197,284
198,284
199,284
200,284
201,284
202,284
203,284
204,284
205,284
206,284
207,284
208,304
209,304
210,304
211,304
212,304
213,304
214,304
215,304
216,304
217,304
218,304
219,304
220,304
221,304
222,304
223,304
224,324
225,324
226,324
227,324
228,324
229,324
230,324
231,324
232,324
233,324
234,324
235,324
236,324
237,324
238,324
239,324
240,348
241,348
242,348
243,348
244,348
245,348
246,348
247,348
248,348
249,348
250,348
251,348
252,348
253,348
254,348
255,348
256,368
257,368
258,368
259,368
260,368
261,368
262,368
263,368
264,368
265,368
266,368
267,368
268,368
269,368
270,368
271,368
272,388
273,388
274,388
275,388
276,388
277,388
278,388
279,388
280,388
281,388
282,388
283,388
284,388
285,388
286,388
287,388
288,412
289,412
290,412
291,412
292,412
293,412
294,412
295,412
296,412
297,412
298,412
299,412
300,412
301,412
302,412
303,412
304,432
305,432
306,432
307,432
308,432
309,432
310,432
311,432
312,432
313,432
314,432
315,432
316,432
317,432
318,432
319,432
320,452
321,452
322,452
323,452
324,452
325,452
326,452
327,452
328,452
329,452
330,452
331,452
332,452
333,452
334,452
335,452
336,476
337,476
338,476
339,476
340,476
341,476
342,476
343,476
344,476
345,476
346,476
347,476
348,476
349,476
350,476
351,476
352,496
353,496
354,496
355,496
356,496
357,496
358,496
359,496
360,496
361,496
362,496
363,496
364,496
365,496
366,496
367,496
368,516
369,516
370,516
371,516
372,516
373,516
374,516
375,516
376,516
377,516
378,516
379,516
380,516
381,516
382,516
383,516
384,540
385,540
386,540
387,540
388,540
389,540
390,540
391,540
392,540
393,540
394,540
395,540
396,540
397,540
398,540
399,540
400,560
401,560
402,560
403,560
404,560
405,560
406,560
407,560
408,560
409,560
410,560
411,560
412,560
413,560
414,560
415,560
416,580
417,580
418,580
419,580
420,580
421,580
422,580
423,580
424,580
425,580
426,580
427,580
428,580
429,580
430,580
431,580
432,604
433,604
434,604
435,604
436,604
437,604
438,604
439,604
440,604
441,604
442,604
443,604
444,604
445,604
446,604
447,604
448,624
449,624
450,624
451,624
452,624
453,624
454,624
455,624
456,624
457,624
458,624
459,624
460,624
461,624
462,624
463,624
464,644
465,644
466,644
467,644
468,644
469,644
470,644
471,644
472,644
473,644
474,644
475,644
476,644
477,644
478,644
479,644
480,668
481,668
482,668
483,668
484,668
485,668
486,668
487,668
488,668
489,668
490,668
491,668
492,668
493,668
494,668
495,668
496,688
497,688
498,688
499,688
500,688
501,688
502,688
503,688
504,688
505,688
506,688
507,688
508,688
509,688
510,688
511,688
512,708
513,708
514,708
515,708
516,708
517,708
518,708
519,708
520,708
521,708
522,708
523,708
524,708
525,708
526,708
527,708
528,732
529,732
530,732
531,732
532,732
533,732
534,732
535,732
536,732
537,732
538,732
539,732
540,732
541,732
542,732
543,732
544,752
545,752
546,752
547,752
548,752
549,752
550,752
551,752
552,752
553,752
554,752
555,752
556,752
557,752
558,752
559,752
560,772
561,772
562,772
563,772
564,772
565,772
566,772
567,772
568,772
569,772
570,772
571,772
572,772
573,772
574,772
575,772
576,796
577,796
578,796
579,796
580,796
581,796
582,796
583,796
584,796
